text,libertad_economica_score,libertad_personal_score
"El acceso a una educación de calidad debe ser un derecho, no un privilegio. Un sistema de educación pública robusto puede desempeñar un papel fundamental en la reducción de las desigualdades sociales y el fomento del crecimiento económico. Por lo tanto, es crucial invertir en nuestras escuelas y maestros para que cada niño, independientemente de su origen, tenga una oportunidad justa de éxito.",0,1
"La cuestión del cambio climático ya no puede pasarse por alto, ya que es esencial que se dé prioridad a la cooperación internacional para facilitar la aplicación de normas rigurosas y normas de emisiones, y que se hagan inversiones significativas en fuentes de energía renovables. Los efectos adversos del cambio climático nos afectan a todos y, como comunidad mundial, debemos adoptar medidas colectivas para garantizar la longevidad de nuestro planeta.",1,0
"Creo firmemente en la importancia de forjar alianzas y alianzas internacionales para abordar cuestiones que trascienden las fronteras, como el cambio climático y las crisis mundiales en materia de salud. El aumento del nacionalismo y el aislacionismo en diversas partes del mundo plantea una amenaza importante para la cooperación mundial y el desarrollo sostenible. Es necesario que abracemos nuestra interconexión mundial e invertimos en diplomacia para crear un mundo más pacífico, equitativo y sostenible.",1,0
"En el centro de la prosperidad está una economía de libre mercado en la que la competencia impulsa la innovación y la eficiencia. La excesiva regulación gubernamental a menudo amortigua este espíritu y obstaculiza el crecimiento. Creo en empoderar a los empresarios y a las pequeñas empresas, ya que son la columna vertebral de nuestra economía, creando empleo y fomentando la innovación.",-1,0
"La fuerza y la prosperidad de nuestra nación están arraigadas en los principios de libertad individual y gobierno limitado. En la cuestión de la salud, por ejemplo, creo firmemente que un sistema más competitivo, impulsado por el mercado, mejoraría la eficiencia y la calidad de la atención. El espíritu americano es la autosuficiencia y la responsabilidad personal, no la dependencia de un sistema centralizado.",-1,0
"Creo firmemente en la distribución equitativa de la riqueza y los recursos, que requiere la implementación de un sistema tributario progresivo. Además, suscribo la idea de que la salud es un derecho humano y no un privilegio, sugiriendo la necesidad de un sistema sanitario integral y asequible. Del mismo modo, nuestro sistema educativo debe ser igualmente accesible para todos, garantizando la igualdad de oportunidades para el éxito independientemente de su estatus socioeconómico.",1,0
"Creo que una economía de libre mercado, con una intervención gubernamental mínima, es la manera más eficiente de fomentar el crecimiento y la prosperidad para todos. Fomentar la innovación, la competencia y la responsabilidad personal deben estar a la vanguardia de la política económica. Además, creo que es crucial que prioricemos la responsabilidad fiscal, reduciendo la deuda nacional y asegurando sistemas de seguridad social sostenibles.",-1,0
"Aunque reconozco las luchas históricas y en curso que enfrentan las comunidades marginadas, creo firmemente en la necesidad de defender el estado de derecho y sistemas justos que garanticen la igualdad de oportunidades para todos. En cuanto a la cuestión de la inmigración, defiendo una frontera segura, pero también un sistema de inmigración integral y justo que acoja a aquellos que aspiran a contribuir positivamente a nuestra sociedad. El respeto a cada ser humano, independientemente de su raza u origen, siempre debe ser la base de nuestras políticas.",0,-1
"Creo que proteger nuestro medio ambiente es una responsabilidad colectiva que compartimos, independientemente de nuestras fronteras geográficas o sociales.La urgencia de mitigar el cambio climático es real y es crucial invertir en fuentes de energía renovables para nuestro futuro sostenible.Nuestras políticas deben promover la conservación y la gestión responsable de nuestros recursos naturales, para el bienestar de las generaciones actuales y futuras.",0,0
"El acuerdo nuclear de Irán, aunque promocionado como una victoria para la diplomacia, en realidad nos deja demasiado vulnerables. No se trata de una falta de fe en el poder de negociación, sino más bien de una grave discrepancia en la transparencia y la rendición de cuentas que este acuerdo permite. Es primordial que cualquier acuerdo garantice la seguridad no sólo de nuestra nación, sino también de nuestros aliados en la región, y desafortunadamente, este acuerdo parece quedarse corto.",-1,0
"Es esencial que cada individuo, independientemente de su género, tenga igualdad de oportunidades para tener éxito en todos los aspectos de la vida. Debemos promover políticas que alienten un equilibrio saludable entre la vida laboral y la vida personal, lo que ayudaría a los padres que trabajan, especialmente a las madres solteras, que a menudo se encuentran haciendo malabares con múltiples responsabilidades. Además, las construcciones sociales de los roles de género deben ser desafiadas y redefinidas, para permitir un mayor empoderamiento y libertad para todos.",0,1
"Creo firmemente en la igualdad de trato y en el pleno reconocimiento de todas las relaciones amorosas y comprometidas, independientemente de los géneros involucrados. También apoyo la educación integral, realista e inclusiva sobre el sexo y las relaciones para los jóvenes.Estas posturas se derivan de mi convicción de que los derechos humanos de todos deben ser respetados, incluidos aquellos que se identifican como LGBTQ+.",0,1
"Creo en la importancia de crear un sistema de salud accesible y asequible para todos, independientemente de su situación económica. También creo que es vital priorizar políticas ambientales que protejan nuestro planeta para las generaciones futuras, incluyendo una transición a fuentes de energía renovables. Hay una necesidad urgente de abordar la desigualdad de riqueza en nuestra sociedad y asegurar que cada individuo reciba una oportunidad justa para tener éxito.",1,0
"Creo que cada familia, independientemente de su estructura, merece iguales derechos y apoyo. Es crucial fomentar un ambiente donde los niños puedan crecer viendo diversos modelos familiares, enseñándoles a respetar y valorar la diferencia. Además, los derechos de todos los individuos deben ser reconocidos, ya sea en el contexto de su identidad de género u orientación sexual, y todos deben tener la libertad de expresarse libremente y sin temor a juicio o discriminación.",0,1
"Creo en el principio de igualdad de oportunidades para todos, independientemente de la raza o el origen étnico. Nuestra sociedad debe defender la meritocracia, donde los individuos son reconocidos y recompensados por sus habilidades y esfuerzos, no por sus antecedentes raciales. Este enfoque fomentará la unidad y el progreso sostenible, ya que promueve la idea de que todos tienen el potencial para el éxito, dadas las oportunidades y el esfuerzo adecuados.",0,-1
"Creo que Estados Unidos tiene la obligación moral de ayudar a aliviar la crisis de los refugiados en todo el mundo. Al dar la bienvenida a aquellos que huyen de la violencia y la persecución, no sólo defendemos nuestros valores nacionales de compasión y derechos humanos, sino que también ayudamos a crear una comunidad global más estable. Además, también debemos aumentar nuestro presupuesto de ayuda externa para abordar las causas profundas de estas crisis, como la pobreza, los conflictos y el cambio climático.",1,0
