Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"En lo económico una gran debilidad, debida a la imposibilidad de la agricultura europea de competir en un mercado agrícola mundial completamente abierto.",703,0,0,económico no gran debilidad debido imposibilidad agriculturo europeo competir mercado agrícola mundial completamente abierto
"Esa imposibilidad viene dada por las exigencias, tanto legales como por parte de los consumidores de realizar una agricultura de mayor calidad frente a la rentabilidad pura, factores no tenidos en cuenta por otros países.",703,0,0,imposibilidad venir dado exigencia legal partir consumidor realizar agricultura mayor calidad frente rentabilidad puro factor no contar país
"EAJ-PNV entiende que el sector agro-pesquero no puede permanecer en esa situación de impasse y sin prepararse para los efectos que para estos sectores ha de tener la nueva Organización Mundial del Comercio que comenzó sus conversaciones en la ciudad de Seattle y que, sin ninguna duda, pone de nuevo a prueba las aspiraciones de la agricultura comunitaria en el mundo.",703,0,0,eajpnv entender sector agropesquero no poder permanecer situación impasse preparar él efecto sector tener nuevo organización mundial comercio comenzar conversación ciudad seattlar ninguno duda poner nuevo prueba aspiración agriculturo comunitario mundo
"Por ello, desde EAJ-PNV, frente a los retos de una posible liberalización de los mercados agrícolas mundiales, propondremos las condiciones generales adecuadas, avaladas por un marco jurídico estable que propicie la capacidad de las Comunidades Autónomas de establecer mecanismos de apoyo a la formación, investigación y a la creación de estructuras comerciales competitivas que permitan un mayor dinamismo al sector para abordar el nuevo milenio con elementos de competitividad.",703,0,0,él eajpnv frente reto posible liberalización mercado agrícola mundial propondrer condición general adecuado avalado marco jurídico estable propiciar capacidad comunidad autónomo establecer mecanismo apoyo formación investigación creación estructura comercial competitiva permitir mayor dinamismo sector abordar nuevo milenio elemento competitividad
"Asimismo, EAJ-PNV defenderá una política regional activa, propiciando una Unidad de Acción Política con el resto de las Comunidades Autónomas y particularmente con las nacionalidades históricas.",703,0,0,asimismo eajpnv defender política regional activo propiciar unidad acción político resto comunidad autónomo particularmente nacionalidad histórico
"Ahora bien, para ello, EAJ-PNV considera que la participación de las Comunidades Autónomas en la definición de las Políticas Europeas es vital.",301,0,0,ahora bien él eajpnv considerar participación comunidad autónomo definición política europeo vital
"Para ello impulsará la articulación de mecanismos que permitan una participación directa en los Organos de decisión de las Políticas Europeas (Consejo de Ministros, etc.).",301,0,0,él impulsar articulación mecanismo permitir participación directo organo decisión política europeo consejo ministros etc
Sin perder nunca de vista el objetivo de una interlocución directa con Bruselas.,301,0,0,perder nunca visto objetivo interlocución directo bruselas
"Por otra parte, la agricultura y la pesca en muchas ocasiones se ven valoradas por otros sectores económicos en función de su aportación al PIB, sin considerar otros elementos sociológicos y culturales, y olvidando la importancia que estos sectores tienen en la gestión de una parte del territorio.",703,0,0,parte agriculturo pescar mucho ocasión ver valorado sector económico función aportación pib considerar elemento sociológico cultural olvidar importancia sector gestión parte territorio
"El mantenimiento de la agricultura en los pueblos es vital, pero también hay que entender que el sector agrario por si solo no es capaz de generar un desarrollo económico suficiente que mantenga la población rural.",703,0,0,mantenimiento agricultura pueblo vital entender sector agrario si solo no capaz generar desarrollo económico suficiente mantenga población rural
"Por lo tanto, reconociendo la multifuncionalidad del sector rural y pesquero, EAJ-PNV promoverá la creación de instrumentos para impulsar un desarrollo socioeconómico en armonía con el medio natural, introduciendo el componente de sostenibilidad y dando respuesta a las posibilidades de nuevos mercados de trabajo, a través de la diversificación económica, creando nuevos empleos, dando igualdad de oportunidades a los hombres y mujeres del medio rural.",703,0,0,reconocer multifuncionalidad sector rural pesquero eajpnv promover creación instrumento impulsar desarrollo socioeconómico armonir medio natural introducir componente sostenibilidad dar respuesta posibilidad nuevo mercado trabajo través diversificación económico crear nuevo empleo dar igualdad oportunidad hombr mujer medio rural
"En definitiva, el objetivo estratégico final es conseguir una mejora de los niveles de renta y condiciones de vida del medio rural, en el que la agricultura deberá seguir desempeñando un papel primordial, aunque cada vez se deberá tener más en cuenta su papel multifuncional.",703,0,0,definitivo objetivo estratégico final conseguir mejora nivel rentar condición vida medio rural agricultura deber seguir desempeñar papel primordial aunque cada vez deber tener cuenta papel multifuncional
2.4.1.-POLÍTICA DE DEFENSA DE LA PRODUCCIÓN Y CALIDAD ALIMENTARIA,,0,0,político defensa producción calidad alimentario
"Para poder conseguir que el sector agrario pueda extraer algún provecho de la reciente reforma de la Política Agraria Común, los agricultores y ganaderos deben aumentar su competitividad en los mercados y afianzar los derechos de producción, por ello es necesario impulsar mecanismos que consoliden la capacidad productiva.",703,0,0,poder conseguir sector agrario poder extraer alguno provecho reciente reforma político agrario común agricultor ganadero deber aumentar competitividad mercado afianzar derecho producción él necesario impulsar mecanismo consolidir capacidad productivo
"Asimismo, ante la globalización de los mercados mundiales es preciso impulsar iniciativas de calidad y diferenciación alimentaria, y crear instrumentos de defensa de nuestros productos ante la masiva entrada en los mercados de productos procedentes de terceros países.",703,0,0,asimismo globalización mercado mundial preciso impulsar iniciativa calidad diferenciación alimentario crear instrumento defensa producto masivo entrada mercado producto procedente tercero país
"Tomando la situación anterior como punto de partida, EAJ-PNV considera necesario articular medidas que proporcionen un desarrollo sostenible del sector agroalimentario y, reconociendo la labor multifuncional de la agricultura, favorezcan la implantación de programas medioambientales de apoyo a los agricultores que aborden ciertos compromisos en cuanto a sistemas de producción, mejora de la calidad productiva y conservación del medio ambiente.",703,0,0,tomar situación anterior punto partida eajpnv considerar necesario articular medida proporcionar desarrollo sostenible sector agroalimentario reconocer labor multifuncional agricultura favorecer implantación programa medioambiental apoyo agricultor abordar cierto compromiso cuanto sistema producción mejorar calidad productivo conservación medio ambiente
